relative_path,group,expected_slug,expected_name,expected_image_type,should_clip_accept,source_url,download_url,license,artist,width,height,review_status,review_note
images/internal/con-dao/con-dao_05.jpg,internal,con-dao,Côn Đảo,travel_landscape,1,https://commons.wikimedia.org/wiki/File:C%C3%B4n_%C4%90%E1%BA%A3o_National_Park.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/C%C3%B4n_%C4%90%E1%BA%A3o_National_Park.jpg/500px-C%C3%B4n_%C4%90%E1%BA%A3o_National_Park.jpg,CC BY-SA 3.0,"[Tycho]      talk   ,  http://shansov.net",2592,1728,approved,
images/internal/con-dao/con-dao_06.jpg,internal,con-dao,Côn Đảo,travel_landscape,1,https://commons.wikimedia.org/wiki/File:B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_1.jpg/500px-B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_1.jpg,Public domain,Kien1980v  at  Vietnamese Wikipedia,3264,1840,approved,
images/internal/con-dao/con-dao_07.jpg,internal,con-dao,Côn Đảo,travel_landscape,1,https://commons.wikimedia.org/wiki/File:B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_2.jpg/500px-B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_2.jpg,Public domain,Kien1980v  at  Vietnamese Wikipedia,3264,1840,approved,
images/internal/con-dao/con-dao_08.jpg,internal,con-dao,Côn Đảo,travel_landscape,1,https://commons.wikimedia.org/wiki/File:B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_3.jpg/500px-B%C3%A3i_t%E1%BA%AFm_Th%E1%BB%A7y_tri%E1%BB%81u_-_C%E1%BB%93n_N%E1%BB%95i_3.jpg,Public domain,Kien1980v  at  Vietnamese Wikipedia,3264,1840,approved,
images/internal/vung-tau/vung-tau_02.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Couples_in_Vung_Tau_Beach_(Vietnam).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Couples_in_Vung_Tau_Beach_%28Vietnam%29.jpg/500px-Couples_in_Vung_Tau_Beach_%28Vietnam%29.jpg,CC BY 2.0,ZAC,3888,2592,approved,
images/internal/vung-tau/vung-tau_03.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Vung_Tau_Beach_(Vietnam).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Vung_Tau_Beach_%28Vietnam%29.jpg/500px-Vung_Tau_Beach_%28Vietnam%29.jpg,CC BY 2.0,ZAC,2592,3888,approved,
images/internal/vung-tau/vung-tau_04.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Vung_Tau_Beach_On_Holiday.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Vung_Tau_Beach_On_Holiday.jpg/500px-Vung_Tau_Beach_On_Holiday.jpg,CC BY-SA 4.0,Nh.Nguyen,3168,4752,approved,
images/internal/vung-tau/vung-tau_05.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Vung_tau_bai_sau_-_viet_nam_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Vung_tau_bai_sau_-_viet_nam_-_panoramio.jpg/500px-Vung_tau_bai_sau_-_viet_nam_-_panoramio.jpg,CC BY 3.0,trungydang,2592,1936,approved,
images/internal/vung-tau/vung-tau_06.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Vung_tau_hoang_hon_,_bai_truoc_-_panoramio.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Vung_tau_hoang_hon_%2C_bai_truoc_-_panoramio.jpg/500px-Vung_tau_hoang_hon_%2C_bai_truoc_-_panoramio.jpg,CC BY 3.0,trungydang,2136,3216,approved,
images/internal/vung-tau/vung-tau_07.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Vung_tau_bai_truoc_2011.Dyt_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vung_tau_bai_truoc_2011.Dyt_-_panoramio.jpg/500px-Vung_tau_bai_truoc_2011.Dyt_-_panoramio.jpg,CC BY 3.0,trungydang,2312,1536,approved,
images/internal/vung-tau/vung-tau_08.jpg,internal,vung-tau,Vũng Tàu,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Vung_tau_bai_truoc_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Vung_tau_bai_truoc_-_panoramio.jpg/500px-Vung_tau_bai_truoc_-_panoramio.jpg,CC BY 3.0,trungydang,2304,1294,approved,
images/internal/mui-ne/mui-ne_01.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:M%C5%A9i_N%C3%A9_Dune.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/M%C5%A9i_N%C3%A9_Dune.jpg/500px-M%C5%A9i_N%C3%A9_Dune.jpg,CC BY-SA 2.5,Étienne André,1280,960,approved,
images/internal/mui-ne/mui-ne_02.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9.jpg/500px-%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9.jpg,CC BY-SA 2.0,Martin Fisch,1600,1200,approved,
images/internal/mui-ne/mui-ne_03.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_1.jpg/500px-%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_1.jpg,CC BY-SA 3.0,Prenn,3072,2304,approved,
images/internal/mui-ne/mui-ne_04.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_2.jpg/500px-%C4%90%E1%BB%93i_c%C3%A1t_M%C5%A9i_N%C3%A9_-_2.jpg,CC BY-SA 3.0,Prenn,3072,2304,approved,
images/internal/mui-ne/mui-ne_05.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:White_Dune_-_Mui_Ne.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/White_Dune_-_Mui_Ne.jpg/500px-White_Dune_-_Mui_Ne.jpg,CC BY-SA 3.0,David Dubbert,8569,8646,approved,
images/internal/mui-ne/mui-ne_06.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Sand_dune_Mui_N%C3%A9_2003.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Sand_dune_Mui_N%C3%A9_2003.jpg/500px-Sand_dune_Mui_N%C3%A9_2003.jpg,CC0,Benoît Prieur,3363,2324,approved,
images/internal/mui-ne/mui-ne_07.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Mui_Ne_sand_dunes_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Mui_Ne_sand_dunes_1.jpg/500px-Mui_Ne_sand_dunes_1.jpg,CC BY 2.0,ruben i,3888,2592,approved,
images/internal/mui-ne/mui-ne_08.jpg,internal,mui-ne,Mũi Né,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Mui_Ne_rough_dunes.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Mui_Ne_rough_dunes.JPG/500px-Mui_Ne_rough_dunes.JPG,CC BY-SA 3.0,Dragfyre,2048,1536,approved,
images/internal/quy-nhon/quy-nhon_02.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:QuyNhonBeach1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/QuyNhonBeach1.jpg/500px-QuyNhonBeach1.jpg,CC BY-SA 3.0,Kelisi,2048,1536,rejected,
images/internal/quy-nhon/quy-nhon_03.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Good_morning,_the_sun!.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Good_morning%2C_the_sun%21.jpg/500px-Good_morning%2C_the_sun%21.jpg,CC BY-SA 2.0,Nguyen Thanh Long,1280,853,approved,
images/internal/quy-nhon/quy-nhon_04.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:The_Lonelyboat_(I).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/The_Lonelyboat_%28I%29.jpg/500px-The_Lonelyboat_%28I%29.jpg,CC BY-SA 2.0,Nguyen Thanh Long,1280,853,approved,
images/internal/quy-nhon/quy-nhon_05.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Orange_Sunset_on_Quy_Nhon_beach.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Orange_Sunset_on_Quy_Nhon_beach.jpg/500px-Orange_Sunset_on_Quy_Nhon_beach.jpg,CC BY-SA 2.0,Nguyen Thanh Long,1280,853,approved,
images/internal/quy-nhon/quy-nhon_06.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:B%C3%A3i_%C4%90%C3%A1_Tr%E1%BB%A9ng.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/B%C3%A3i_%C4%90%C3%A1_Tr%E1%BB%A9ng.jpg/500px-B%C3%A3i_%C4%90%C3%A1_Tr%E1%BB%A9ng.jpg,CC BY-SA 3.0,Thuydaonguyen,3648,2736,approved,
images/internal/quy-nhon/quy-nhon_07.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Bi%E1%BB%83n_Quy_Nh%C6%A1n.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bi%E1%BB%83n_Quy_Nh%C6%A1n.jpg/500px-Bi%E1%BB%83n_Quy_Nh%C6%A1n.jpg,CC BY-SA 3.0,Bùi Thụy Đào Nguyên,3543,2362,approved,
images/internal/quy-nhon/quy-nhon_08.jpg,internal,quy-nhon,Quy Nhơn,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Desolate_Endless_Pristine_Sand_Quy_Nhon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Desolate_Endless_Pristine_Sand_Quy_Nhon.jpg/500px-Desolate_Endless_Pristine_Sand_Quy_Nhon.jpg,CC BY-SA 4.0,VeeWin,1200,662,approved,
images/internal/ha-long/ha-long_01.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(32)_(38510250292).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ha_Long_Bay%2C_northern_Vietnam_%2832%29_%2838510250292%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2832%29_%2838510250292%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",6000,4000,approved,
images/internal/ha-long/ha-long_02.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(39)_(38485579296).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ha_Long_Bay%2C_northern_Vietnam_%2839%29_%2838485579296%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2839%29_%2838485579296%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",5986,3980,approved,
images/internal/ha-long/ha-long_03.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(40)_(26765662699).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Ha_Long_Bay%2C_northern_Vietnam_%2840%29_%2826765662699%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2840%29_%2826765662699%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",6000,4000,approved,
images/internal/ha-long/ha-long_04.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(43)_(37825653774).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Ha_Long_Bay%2C_northern_Vietnam_%2843%29_%2837825653774%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2843%29_%2837825653774%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",6000,4000,approved,
images/internal/ha-long/ha-long_05.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(44)_(37653918405).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ha_Long_Bay%2C_northern_Vietnam_%2844%29_%2837653918405%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2844%29_%2837653918405%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",6000,4000,approved,
images/internal/ha-long/ha-long_06.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(45)_(37825638404).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ha_Long_Bay%2C_northern_Vietnam_%2845%29_%2837825638404%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2845%29_%2837825638404%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",6000,4000,approved,
images/internal/ha-long/ha-long_07.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(46)_(37653899485).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Ha_Long_Bay%2C_northern_Vietnam_%2846%29_%2837653899485%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2846%29_%2837653899485%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",5902,3848,approved,
images/internal/ha-long/ha-long_08.jpg,internal,ha-long,Hạ Long,travel_landscape,1,"https://commons.wikimedia.org/wiki/File:Ha_Long_Bay,_northern_Vietnam_(47)_(37653889815).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ha_Long_Bay%2C_northern_Vietnam_%2847%29_%2837653889815%29.jpg/500px-Ha_Long_Bay%2C_northern_Vietnam_%2847%29_%2837653889815%29.jpg,CC BY 2.0,"Richard Mortel  from Riyadh, Saudi Arabia",5990,3984,approved,
images/internal/sa-pa/sa-pa_01.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Landscape_in_Sa_Pa_(Vietnam).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Landscape_in_Sa_Pa_%28Vietnam%29.jpg/500px-Landscape_in_Sa_Pa_%28Vietnam%29.jpg,CC BY-SA 3.0,,1333,1000,approved,
images/internal/sa-pa/sa-pa_02.jpg,internal,sa-pa,Sa Pa,travel_landscape,1,https://commons.wikimedia.org/wiki/File:Terraced_fields_Sa_Pa_Vietnam.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Terraced_fields_Sa_Pa_Vietnam.JPG/500px-Terraced_fields_Sa_Pa_Vietnam.JPG,CC BY 3.0,Konstantin Krismer,4288,2848,approved,
